loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,fico_range_low,fico_range_high,earliest_cr_line
10000.0,10000.0, 36 months,14.49,344.17,C,C4,8 years,MORTGAGE,36000.0,Source Verified,debt_consolidation,HI,8.93,1.0,1.0,12.0,0.0,5528.0,55.3,40.0,Individual,3.0,0.0,660.0,664.0,Dec-2002
18000.0,18000.0, 60 months,25.8,536.8,G,G1,10+ years,MORTGAGE,52000.0,Source Verified,debt_consolidation,NY,23.7,0.0,3.0,9.0,1.0,4362.0,57.4,12.0,Individual,2.0,0.0,690.0,694.0,Mar-1996
10000.0,10000.0, 36 months,6.49,306.45,A,A2,6 years,MORTGAGE,40000.0,Not Verified,debt_consolidation,NC,20.41,0.0,0.0,8.0,0.0,5070.0,36.5,14.0,Individual,4.0,0.0,750.0,754.0,Jun-2006
18000.0,18000.0, 36 months,12.39,601.22,C,C1,< 1 year,MORTGAGE,120000.0,Not Verified,debt_consolidation,FL,23.14,0.0,0.0,16.0,1.0,23800.0,77.0,42.0,Individual,3.0,1.0,675.0,679.0,Apr-1990
10000.0,10000.0, 60 months,9.17,208.41,B,B1,4 years,MORTGAGE,40000.0,Source Verified,debt_consolidation,MA,21.87,0.0,1.0,9.0,0.0,8588.0,35.3,21.0,Individual,1.0,0.0,725.0,729.0,Sep-2003
9000.0,9000.0, 36 months,12.99,303.21,C,C1,10+ years,MORTGAGE,80000.0,Verified,debt_consolidation,CA,24.6,0.0,2.0,9.0,1.0,1898.0,30.1,36.0,Individual,3.0,1.0,675.0,679.0,Apr-2001
35000.0,35000.0, 36 months,12.99,1179.12,C,C1,10+ years,RENT,150000.0,Not Verified,credit_card,NY,11.88,0.0,0.0,22.0,1.0,34323.0,83.7,24.0,Individual,0.0,0.0,685.0,689.0,Jan-1991
25000.0,25000.0, 60 months,15.61,602.79,D,D1,1 year,MORTGAGE,67000.0,Source Verified,debt_consolidation,MA,19.6,1.0,1.0,11.0,0.0,26437.0,54.7,22.0,Individual,4.0,0.0,715.0,719.0,May-1996
7000.0,7000.0, 36 months,9.17,223.16,B,B1,< 1 year,RENT,40000.0,Source Verified,debt_consolidation,CA,25.67,0.0,0.0,8.0,0.0,4435.0,98.6,14.0,Individual,0.0,0.0,720.0,724.0,Dec-1994
16000.0,16000.0, 36 months,12.99,539.03,C,C1,6 years,MORTGAGE,55000.0,Source Verified,credit_card,MA,11.24,0.0,1.0,10.0,0.0,5979.0,45.3,24.0,Individual,2.0,0.0,665.0,669.0,Feb-1989
9000.0,9000.0, 36 months,9.17,286.92,B,B1,4 years,RENT,63000.0,Not Verified,credit_card,MA,21.79,1.0,0.0,13.0,0.0,11549.0,88.2,29.0,Individual,0.0,0.0,660.0,664.0,Oct-2003
1600.0,1600.0, 36 months,8.19,50.28,A,A5,10+ years,MORTGAGE,68000.0,Not Verified,debt_consolidation,OH,33.39,0.0,2.0,14.0,0.0,3464.0,19.1,37.0,Individual,5.0,0.0,720.0,724.0,Apr-2001
4700.0,4700.0, 36 months,6.49,144.03,A,A2,2 years,RENT,51000.0,Not Verified,debt_consolidation,OR,5.11,0.0,0.0,7.0,0.0,4598.0,18.5,15.0,Individual,0.0,0.0,765.0,769.0,Oct-2001
28000.0,28000.0, 36 months,6.99,864.44,A,A3,10+ years,RENT,85000.0,Source Verified,credit_card,CA,11.7,0.0,0.0,6.0,0.0,43057.0,60.1,17.0,Individual,0.0,0.0,705.0,709.0,May-1988
30000.0,30000.0, 36 months,9.17,956.37,B,B1,8 years,RENT,137000.0,Verified,credit_card,DC,13.48,0.0,0.0,15.0,0.0,41473.0,90.6,28.0,Individual,0.0,0.0,705.0,709.0,Aug-1998
8950.0,8950.0, 36 months,15.99,314.62,D,D2,1 year,RENT,30000.0,Verified,debt_consolidation,CA,12.72,0.0,2.0,7.0,0.0,9434.0,84.2,18.0,Individual,0.0,0.0,660.0,664.0,Oct-1998
25000.0,25000.0, 36 months,19.52,922.99,E,E2,10+ years,OWN,160000.0,Verified,debt_consolidation,GA,21.38,0.0,2.0,11.0,0.0,68938.0,93.4,21.0,Individual,4.0,0.0,690.0,694.0,Apr-1994
8400.0,8400.0, 36 months,14.99,291.15,C,C5,3 years,RENT,36000.0,Not Verified,medical,OK,24.13,3.0,1.0,16.0,0.0,3428.0,59.1,41.0,Individual,0.0,0.0,660.0,664.0,Dec-2004
10750.0,10750.0, 36 months,16.29,379.48,D,D2,10+ years,RENT,30000.0,Source Verified,debt_consolidation,MI,26.6,1.0,0.0,9.0,1.0,10642.0,60.8,18.0,Individual,0.0,1.0,675.0,679.0,Feb-1999
1000.0,1000.0, 36 months,15.61,34.97,D,D1,5 years,RENT,39000.0,Not Verified,medical,IN,24.71,0.0,0.0,18.0,0.0,16165.0,74.1,20.0,Individual,0.0,0.0,685.0,689.0,Dec-2006
4000.0,4000.0, 36 months,15.61,139.86,D,D1,,RENT,22000.0,Source Verified,credit_card,IN,23.51,0.0,0.0,8.0,0.0,3351.0,60.0,19.0,Individual,0.0,0.0,665.0,669.0,May-2000
2100.0,2100.0, 36 months,12.99,70.75,C,C1,,RENT,38000.0,Source Verified,debt_consolidation,AL,4.2,0.0,0.0,3.0,1.0,1007.0,31.5,14.0,Individual,2.0,1.0,680.0,684.0,Feb-1983
19200.0,19200.0, 60 months,19.52,503.57,E,E2,8 years,MORTGAGE,62000.0,Source Verified,debt_consolidation,IN,24.0,0.0,0.0,8.0,0.0,4882.0,34.4,14.0,Individual,3.0,0.0,745.0,749.0,Jan-2003
12000.0,12000.0, 36 months,6.03,365.23,A,A1,7 years,RENT,76960.0,Not Verified,other,WA,12.1,0.0,0.0,11.0,0.0,6570.0,17.6,27.0,Individual,0.0,0.0,790.0,794.0,Aug-2002
30000.0,30000.0, 36 months,12.99,1010.68,C,C1,10+ years,RENT,88836.0,Verified,debt_consolidation,GA,29.22,0.0,1.0,11.0,0.0,23621.0,82.0,26.0,Individual,0.0,0.0,685.0,689.0,Apr-1984
13200.0,13200.0, 36 months,12.99,444.7,C,C2,6 years,OWN,36000.0,Source Verified,debt_consolidation,NC,34.17,0.0,0.0,11.0,0.0,12716.0,28.7,20.0,Individual,2.0,0.0,710.0,714.0,Jun-2007
2000.0,2000.0, 36 months,11.99,66.42,B,B5,7 years,RENT,34000.0,Verified,debt_consolidation,OH,21.57,0.0,1.0,9.0,2.0,1230.0,31.5,37.0,Individual,2.0,2.0,660.0,664.0,Feb-1989
11500.0,11500.0, 60 months,10.15,245.2,B,B2,4 years,MORTGAGE,84000.0,Source Verified,debt_consolidation,VA,11.37,0.0,0.0,11.0,0.0,130017.0,25.2,37.0,Individual,14.0,0.0,675.0,679.0,Aug-1989
7000.0,7000.0, 36 months,12.39,233.81,C,C1,1 year,RENT,45500.0,Not Verified,debt_consolidation,NJ,16.12,0.0,1.0,5.0,0.0,9293.0,67.8,9.0,Individual,0.0,0.0,695.0,699.0,Apr-2008
4900.0,4900.0, 36 months,10.99,160.4,B,B3,10+ years,OWN,47500.0,Source Verified,debt_consolidation,LA,27.32,0.0,0.0,8.0,0.0,5046.0,25.7,9.0,Individual,0.0,0.0,695.0,699.0,Sep-2002
10000.0,10000.0, 36 months,12.99,336.9,C,C1,5 years,MORTGAGE,140000.0,Source Verified,credit_card,FL,8.73,0.0,1.0,9.0,2.0,3505.0,73.0,22.0,Individual,4.0,2.0,670.0,674.0,Jan-1995
13400.0,13400.0, 60 months,24.99,393.23,F,F4,2 years,RENT,65000.0,Verified,car,CA,34.25,1.0,1.0,23.0,0.0,8899.0,28.2,35.0,Individual,0.0,0.0,670.0,674.0,Dec-2006
25000.0,25000.0, 36 months,7.12,773.3,A,A3,< 1 year,MORTGAGE,160000.0,Verified,credit_card,WY,22.05,1.0,0.0,19.0,0.0,26057.0,58.0,41.0,Individual,3.0,0.0,690.0,694.0,Mar-1998
22000.0,22000.0, 60 months,20.99,595.06,E,E4,9 years,MORTGAGE,84000.0,Verified,debt_consolidation,AZ,33.9,0.0,1.0,13.0,0.0,25520.0,89.9,27.0,Individual,0.0,0.0,685.0,689.0,Aug-1997
8000.0,8000.0, 36 months,11.99,265.68,B,B5,2 years,RENT,60000.0,Not Verified,debt_consolidation,NY,11.36,0.0,0.0,10.0,0.0,4033.0,53.8,12.0,Individual,0.0,0.0,660.0,664.0,Feb-2009
21600.0,21600.0, 36 months,10.49,701.96,B,B3,10+ years,MORTGAGE,130000.0,Verified,debt_consolidation,MI,23.4,0.0,2.0,14.0,0.0,21111.0,80.0,32.0,Individual,3.0,0.0,670.0,674.0,Jan-1994
35000.0,35000.0, 60 months,13.98,814.03,C,C3,10+ years,RENT,105548.0,Verified,debt_consolidation,CA,25.26,0.0,0.0,9.0,0.0,1674.0,4.2,31.0,Individual,2.0,0.0,720.0,724.0,Oct-1991
10800.0,10800.0, 60 months,15.99,262.58,D,D2,10+ years,OWN,130000.0,Source Verified,other,TX,13.29,4.0,0.0,15.0,1.0,1482.0,32.9,20.0,Individual,2.0,0.0,685.0,689.0,Jul-2001
5400.0,5400.0, 36 months,16.29,190.63,D,D2,,RENT,33750.0,Verified,credit_card,NY,20.06,0.0,2.0,10.0,0.0,10912.0,64.2,10.0,Individual,0.0,0.0,670.0,674.0,Oct-2005
16000.0,16000.0, 36 months,8.39,504.27,A,A5,9 years,MORTGAGE,102000.0,Not Verified,debt_consolidation,FL,18.17,0.0,1.0,15.0,0.0,46630.0,47.3,34.0,Individual,2.0,0.0,670.0,674.0,Jan-1991
13950.0,13950.0, 36 months,18.99,511.29,E,E1,3 years,RENT,35000.0,Source Verified,debt_consolidation,MN,25.51,1.0,0.0,10.0,1.0,10640.0,33.4,33.0,Individual,0.0,0.0,670.0,674.0,Nov-1995
18000.0,18000.0, 36 months,13.66,612.23,C,C3,1 year,MORTGAGE,53000.0,Verified,credit_card,IL,19.65,0.0,2.0,15.0,0.0,19779.0,40.0,37.0,Individual,0.0,0.0,705.0,709.0,Dec-1993
20000.0,20000.0, 36 months,12.49,668.98,B,B5,10+ years,MORTGAGE,84000.0,Source Verified,debt_consolidation,CA,22.96,0.0,0.0,9.0,0.0,18875.0,86.6,52.0,Individual,3.0,0.0,665.0,669.0,Jan-2003
9525.0,9525.0, 36 months,20.99,358.81,E,E4,2 years,OWN,24000.0,Source Verified,debt_consolidation,MD,26.0,0.0,1.0,6.0,0.0,3650.0,84.9,7.0,Individual,0.0,0.0,680.0,684.0,Jun-2008
1500.0,1500.0, 36 months,11.99,49.82,B,B5,6 years,RENT,47000.0,Not Verified,medical,CA,14.45,0.0,0.0,11.0,0.0,15251.0,86.2,18.0,Individual,1.0,0.0,675.0,679.0,Mar-2005
4000.0,4000.0, 36 months,11.99,132.84,B,B5,3 years,RENT,67000.0,Not Verified,debt_consolidation,NY,11.68,0.0,0.0,11.0,0.0,8006.0,26.7,11.0,Individual,0.0,0.0,725.0,729.0,Oct-1989
15000.0,15000.0, 36 months,14.99,519.91,C,C5,10+ years,RENT,56395.0,Not Verified,debt_consolidation,VA,9.02,0.0,1.0,6.0,0.0,7942.0,53.3,11.0,Individual,0.0,0.0,705.0,709.0,Jul-2003
25000.0,25000.0, 60 months,10.99,543.44,B,B3,10+ years,MORTGAGE,125000.0,Not Verified,other,TX,7.44,1.0,0.0,10.0,0.0,10130.0,18.0,25.0,Individual,0.0,0.0,710.0,714.0,Apr-1993
3000.0,3000.0, 36 months,16.99,106.95,D,D3,10+ years,RENT,72000.0,Not Verified,debt_consolidation,FL,21.88,0.0,0.0,16.0,1.0,26505.0,79.6,33.0,Individual,0.0,1.0,660.0,664.0,Aug-2001
8000.0,8000.0, 36 months,6.03,243.49,A,A1,5 years,MORTGAGE,65000.0,Not Verified,debt_consolidation,IN,25.02,0.0,1.0,11.0,0.0,8826.0,29.8,33.0,Individual,3.0,0.0,760.0,764.0,Aug-2004
14000.0,14000.0, 36 months,13.35,474.08,C,C2,8 years,RENT,55000.0,Not Verified,debt_consolidation,AK,25.99,0.0,0.0,15.0,0.0,1189.0,9.4,21.0,Individual,0.0,0.0,775.0,779.0,Jun-2005
8000.0,8000.0, 36 months,8.67,253.18,B,B1,4 years,MORTGAGE,31000.0,Source Verified,credit_card,OH,39.18,0.0,1.0,8.0,0.0,4227.0,11.4,14.0,Individual,2.0,0.0,780.0,784.0,Jan-1989
9525.0,9525.0, 36 months,12.49,318.61,B,B5,8 years,MORTGAGE,65000.0,Not Verified,debt_consolidation,PA,12.35,5.0,0.0,5.0,0.0,2397.0,95.9,35.0,Individual,10.0,0.0,670.0,674.0,Apr-2001
18000.0,18000.0, 60 months,17.14,448.71,D,D4,10+ years,MORTGAGE,63000.0,Source Verified,debt_consolidation,NY,18.65,0.0,0.0,5.0,0.0,11366.0,40.2,19.0,Individual,0.0,0.0,690.0,694.0,Oct-1998
6000.0,6000.0, 36 months,10.99,196.41,B,B3,10+ years,MORTGAGE,37300.0,Source Verified,credit_card,UT,26.48,0.0,0.0,10.0,1.0,6026.0,68.5,48.0,Individual,3.0,1.0,665.0,669.0,Oct-1998
10000.0,10000.0, 60 months,14.99,237.85,C,C5,10+ years,MORTGAGE,85000.0,Source Verified,other,AZ,13.74,0.0,0.0,11.0,0.0,5257.0,22.3,37.0,Individual,7.0,0.0,675.0,679.0,Oct-1996
13000.0,13000.0, 60 months,14.49,305.8,C,C4,1 year,MORTGAGE,38000.0,Source Verified,credit_card,IN,26.85,0.0,3.0,19.0,1.0,13231.0,54.2,38.0,Individual,3.0,1.0,660.0,664.0,Feb-2001
6100.0,6100.0, 36 months,19.52,225.21,E,E2,,RENT,29400.0,Verified,debt_consolidation,NV,23.47,0.0,1.0,8.0,0.0,5078.0,81.9,16.0,Individual,0.0,0.0,665.0,669.0,Jan-2001
10500.0,10500.0, 60 months,10.99,228.25,B,B3,6 years,MORTGAGE,82000.0,Source Verified,debt_consolidation,CT,14.96,3.0,1.0,19.0,0.0,6834.0,43.3,37.0,Individual,2.0,0.0,690.0,694.0,Nov-1998
14125.0,14125.0, 36 months,14.49,486.13,C,C4,1 year,RENT,41600.0,Not Verified,debt_consolidation,MN,32.75,0.0,2.0,22.0,0.0,7464.0,31.8,35.0,Individual,0.0,0.0,700.0,704.0,Dec-1994
7500.0,7500.0, 36 months,8.39,236.38,A,A5,4 years,MORTGAGE,76500.0,Not Verified,credit_card,CO,19.76,0.0,1.0,11.0,1.0,10883.0,48.8,27.0,Individual,4.0,1.0,705.0,709.0,Feb-1998
14000.0,14000.0, 36 months,6.03,426.1,A,A1,2 years,MORTGAGE,89000.0,Not Verified,debt_consolidation,MA,13.82,0.0,0.0,9.0,0.0,13493.0,29.6,24.0,Individual,1.0,0.0,780.0,784.0,Feb-1992
15000.0,15000.0, 36 months,18.24,544.1,D,D5,< 1 year,RENT,52000.0,Verified,debt_consolidation,PA,15.62,0.0,3.0,9.0,0.0,11220.0,59.1,15.0,Individual,0.0,0.0,660.0,664.0,May-1995
10000.0,10000.0, 36 months,10.15,323.38,B,B2,10+ years,MORTGAGE,54000.0,Not Verified,debt_consolidation,PA,27.76,0.0,0.0,13.0,0.0,12340.0,40.9,24.0,Individual,0.0,0.0,665.0,669.0,Oct-1992
6500.0,6500.0, 36 months,14.99,225.3,C,C5,5 years,RENT,105000.0,Source Verified,credit_card,FL,12.4,0.0,1.0,5.0,0.0,11954.0,56.1,8.0,Individual,0.0,0.0,685.0,689.0,Jul-2009
12000.0,12000.0, 36 months,6.03,365.23,A,A1,3 years,MORTGAGE,34000.0,Not Verified,credit_card,IN,18.05,0.0,1.0,19.0,0.0,12869.0,24.1,38.0,Individual,0.0,0.0,720.0,724.0,Jun-1994
6750.0,6750.0, 36 months,12.49,225.78,B,B5,< 1 year,RENT,62000.0,Source Verified,other,NC,17.37,1.0,0.0,12.0,0.0,9616.0,58.3,15.0,Individual,0.0,0.0,705.0,709.0,Sep-2003
2000.0,2000.0, 36 months,15.61,69.93,D,D1,10+ years,RENT,42000.0,Not Verified,vacation,HI,9.14,0.0,0.0,4.0,0.0,12909.0,64.9,24.0,Individual,0.0,0.0,665.0,669.0,Nov-2000
12000.0,12000.0, 36 months,7.12,371.19,A,A3,10+ years,MORTGAGE,154000.0,Not Verified,debt_consolidation,MI,17.57,0.0,1.0,15.0,0.0,26279.0,77.3,38.0,Individual,6.0,0.0,670.0,674.0,Apr-1987
15000.0,15000.0, 60 months,19.24,391.1,E,E2,6 years,MORTGAGE,115000.0,Source Verified,debt_consolidation,OH,19.56,0.0,1.0,12.0,0.0,9615.0,99.1,21.0,Individual,1.0,0.0,690.0,694.0,Nov-2005
7000.0,7000.0, 36 months,7.69,218.36,A,A4,8 years,MORTGAGE,50000.0,Verified,credit_card,IN,8.93,0.0,2.0,12.0,1.0,6398.0,22.3,28.0,Individual,2.0,1.0,675.0,679.0,Jan-1980
20000.0,20000.0, 36 months,10.99,654.68,B,B3,1 year,MORTGAGE,57000.0,Verified,credit_card,GA,32.44,1.0,0.0,15.0,0.0,23182.0,54.0,23.0,Individual,2.0,0.0,710.0,714.0,Oct-1995
21000.0,21000.0, 60 months,14.99,499.48,C,C5,10+ years,RENT,95000.0,Source Verified,debt_consolidation,TX,29.37,0.0,0.0,19.0,0.0,39875.0,79.0,40.0,Individual,4.0,0.0,710.0,714.0,Nov-1992
1750.0,1750.0, 36 months,11.99,58.12,B,B5,2 years,MORTGAGE,250000.0,Not Verified,credit_card,LA,5.8,0.0,1.0,5.0,0.0,1552.0,57.5,14.0,Individual,0.0,0.0,685.0,689.0,Sep-2001
10000.0,10000.0, 36 months,7.69,311.94,A,A4,10+ years,RENT,63000.0,Verified,debt_consolidation,CA,28.06,0.0,2.0,31.0,0.0,20431.0,18.5,64.0,Individual,1.0,0.0,705.0,709.0,Jun-1995
15000.0,15000.0, 36 months,10.99,491.01,B,B3,10+ years,OWN,100000.0,Not Verified,debt_consolidation,FL,7.28,0.0,0.0,7.0,0.0,11282.0,54.5,22.0,Individual,3.0,0.0,705.0,709.0,Jun-1997
10725.0,10725.0, 36 months,13.35,363.18,C,C2,1 year,RENT,30000.0,Source Verified,debt_consolidation,NY,38.0,0.0,2.0,10.0,0.0,13026.0,46.0,14.0,Individual,0.0,0.0,715.0,719.0,Mar-2006
6175.0,6175.0, 36 months,11.44,203.46,B,B4,10+ years,MORTGAGE,80000.0,Source Verified,debt_consolidation,CA,17.93,0.0,1.0,11.0,1.0,18308.0,33.1,34.0,Individual,9.0,1.0,685.0,689.0,Mar-1999
31450.0,31450.0, 60 months,19.52,824.86,E,E2,2 years,MORTGAGE,175000.0,Source Verified,debt_consolidation,TX,16.86,0.0,0.0,14.0,0.0,61615.0,85.7,31.0,Individual,3.0,0.0,660.0,664.0,Feb-1999
4375.0,4375.0, 36 months,8.67,138.46,B,B1,10+ years,MORTGAGE,72000.0,Not Verified,credit_card,KS,10.7,1.0,1.0,9.0,0.0,6052.0,48.4,13.0,Individual,1.0,0.0,675.0,679.0,Nov-2005
1500.0,1500.0, 36 months,24.5,59.25,F,F3,8 years,RENT,30000.0,Verified,small_business,NJ,12.76,0.0,0.0,8.0,0.0,8289.0,79.7,9.0,Individual,0.0,0.0,670.0,674.0,Nov-2005
18000.0,18000.0, 36 months,10.15,582.08,B,B2,3 years,RENT,80000.0,Not Verified,debt_consolidation,CT,13.25,0.0,0.0,14.0,0.0,13779.0,56.7,41.0,Individual,3.0,0.0,695.0,699.0,Aug-1994
7500.0,7500.0, 36 months,6.03,228.27,A,A1,3 years,OWN,100000.0,Not Verified,debt_consolidation,NY,18.24,0.0,0.0,25.0,0.0,9576.0,28.6,44.0,Individual,0.0,0.0,715.0,719.0,Nov-2005
12000.0,12000.0, 36 months,7.49,373.22,A,A4,5 years,MORTGAGE,86000.0,Source Verified,debt_consolidation,CA,5.5,0.0,0.0,5.0,2.0,7335.0,31.6,33.0,Individual,4.0,1.0,660.0,664.0,Jun-1988
28000.0,28000.0, 36 months,6.49,858.05,A,A2,3 years,MORTGAGE,235000.0,Verified,debt_consolidation,TX,6.96,0.0,1.0,24.0,0.0,4647.0,3.0,45.0,Individual,3.0,0.0,810.0,814.0,Feb-2006
10000.0,10000.0, 36 months,10.99,327.34,B,B3,4 years,MORTGAGE,200000.0,Not Verified,debt_consolidation,TX,16.49,0.0,0.0,9.0,0.0,12519.0,104.3,23.0,Individual,4.0,0.0,720.0,724.0,Jun-1990
20000.0,20000.0, 36 months,11.67,661.14,B,B4,2 years,RENT,51000.0,Verified,debt_consolidation,WA,18.12,0.0,1.0,8.0,1.0,15076.0,71.8,41.0,Individual,8.0,1.0,665.0,669.0,Mar-1974
21275.0,21275.0, 60 months,26.06,637.74,G,G5,10+ years,RENT,60000.0,Verified,house,FL,30.18,0.0,0.0,5.0,0.0,6589.0,50.3,11.0,Individual,0.0,0.0,695.0,699.0,Jun-2005
19500.0,19500.0, 60 months,18.24,497.73,D,D5,3 years,MORTGAGE,70000.0,Verified,debt_consolidation,AR,10.75,0.0,2.0,8.0,1.0,12057.0,58.8,33.0,Individual,4.0,1.0,660.0,664.0,Dec-1999
8000.0,8000.0, 36 months,6.49,245.16,A,A2,5 years,RENT,33000.0,Source Verified,credit_card,MA,10.29,0.0,0.0,3.0,0.0,7721.0,90.8,6.0,Individual,0.0,0.0,660.0,664.0,Aug-1998
19200.0,19200.0, 36 months,9.17,612.08,B,B1,1 year,MORTGAGE,83200.0,Verified,car,IN,1.6,0.0,2.0,10.0,1.0,1755.0,7.4,17.0,Individual,1.0,0.0,680.0,684.0,Jul-1996
14000.0,14000.0, 60 months,14.49,329.33,C,C4,9 years,MORTGAGE,78000.0,Source Verified,credit_card,FL,18.55,0.0,0.0,19.0,0.0,24874.0,69.0,31.0,Individual,1.0,0.0,710.0,714.0,Aug-2000
6000.0,6000.0, 36 months,8.67,189.88,B,B1,1 year,RENT,35000.0,Source Verified,debt_consolidation,NY,28.12,0.0,0.0,17.0,0.0,9020.0,25.7,45.0,Individual,0.0,0.0,725.0,729.0,Apr-2003
12175.0,12175.0, 60 months,17.57,306.33,D,D4,1 year,MORTGAGE,68000.0,Not Verified,debt_consolidation,TX,37.66,0.0,0.0,13.0,0.0,18460.0,69.7,30.0,Individual,2.0,0.0,690.0,694.0,Sep-2002
4000.0,4000.0, 36 months,15.61,139.86,D,D1,< 1 year,RENT,40000.0,Not Verified,credit_card,FL,28.35,0.0,0.0,13.0,0.0,3048.0,50.5,28.0,Individual,0.0,0.0,690.0,694.0,Oct-2005
22400.0,22400.0, 60 months,13.98,520.98,C,C3,2 years,MORTGAGE,69000.0,Source Verified,debt_consolidation,TN,23.01,0.0,1.0,12.0,0.0,22977.0,52.5,26.0,Individual,3.0,0.0,715.0,719.0,Nov-1995
18000.0,18000.0, 60 months,12.99,409.47,C,C1,10+ years,MORTGAGE,60000.0,Source Verified,debt_consolidation,FL,27.27,0.0,0.0,11.0,0.0,19375.0,41.6,16.0,Individual,2.0,0.0,735.0,739.0,May-1994
20850.0,20850.0, 36 months,6.49,638.94,A,A2,9 years,MORTGAGE,70000.0,Verified,debt_consolidation,FL,23.98,0.0,0.0,8.0,0.0,4114.0,21.3,15.0,Individual,1.0,0.0,765.0,769.0,Jan-1979
7200.0,7200.0, 36 months,9.17,229.53,B,B1,10+ years,RENT,45000.0,Not Verified,debt_consolidation,TN,10.96,0.0,0.0,17.0,0.0,5702.0,39.9,33.0,Individual,0.0,0.0,685.0,689.0,Feb-2003
14000.0,14000.0, 36 months,11.67,462.8,B,B4,1 year,RENT,110000.0,Not Verified,credit_card,NY,6.83,0.0,4.0,15.0,0.0,5271.0,75.3,16.0,Individual,0.0,0.0,680.0,684.0,Mar-1993
15000.0,15000.0, 36 months,10.15,485.07,B,B2,10+ years,OWN,60000.0,Not Verified,debt_consolidation,WV,19.16,1.0,0.0,9.0,1.0,12639.0,65.1,17.0,Individual,0.0,1.0,675.0,679.0,Apr-2001
7575.0,7575.0, 36 months,18.24,274.77,D,D5,8 years,MORTGAGE,27456.0,Not Verified,debt_consolidation,LA,37.72,0.0,1.0,7.0,0.0,12183.0,60.6,13.0,Individual,2.0,0.0,710.0,714.0,Jun-2001
16000.0,16000.0, 36 months,7.69,499.1,A,A4,10+ years,MORTGAGE,65000.0,Not Verified,debt_consolidation,CA,16.51,0.0,0.0,14.0,0.0,21133.0,51.0,43.0,Individual,4.0,0.0,715.0,719.0,Apr-1999
25000.0,25000.0, 60 months,12.99,568.7,C,C2,,MORTGAGE,108000.0,Verified,debt_consolidation,CA,22.06,0.0,1.0,24.0,0.0,123134.0,49.8,52.0,Individual,8.0,0.0,700.0,704.0,Mar-1983
27575.0,27575.0, 60 months,19.52,723.23,E,E2,8 years,RENT,60000.0,Source Verified,debt_consolidation,TX,32.32,0.0,0.0,19.0,0.0,26224.0,56.9,34.0,Individual,1.0,0.0,695.0,699.0,Jun-1995
20000.0,20000.0, 36 months,6.49,612.89,A,A2,5 years,OWN,60000.0,Source Verified,debt_consolidation,TN,19.44,0.0,1.0,14.0,0.0,24782.0,37.7,26.0,Individual,2.0,0.0,740.0,744.0,Sep-1993
16700.0,16700.0, 60 months,18.99,433.12,E,E1,8 years,MORTGAGE,38000.0,Not Verified,debt_consolidation,OH,22.62,0.0,0.0,9.0,0.0,25526.0,96.7,13.0,Individual,1.0,0.0,680.0,684.0,May-2004
7000.0,7000.0, 36 months,11.67,231.4,B,B4,< 1 year,OWN,40000.0,Source Verified,credit_card,MN,17.43,0.0,3.0,10.0,3.0,7916.0,72.6,31.0,Individual,0.0,0.0,665.0,669.0,Dec-2002
20000.0,20000.0, 36 months,9.49,640.57,B,B2,7 years,MORTGAGE,150000.0,Source Verified,debt_consolidation,CT,13.17,0.0,1.0,15.0,0.0,21811.0,58.0,52.0,Individual,5.0,0.0,715.0,719.0,Feb-1999
25000.0,25000.0, 36 months,14.99,866.52,C,C5,1 year,RENT,80000.0,Verified,debt_consolidation,MA,9.08,0.0,0.0,9.0,0.0,8344.0,31.3,27.0,Individual,0.0,0.0,670.0,674.0,Apr-1994
33575.0,33575.0, 36 months,14.31,1152.58,C,C4,10+ years,RENT,70000.0,Verified,debt_consolidation,VA,20.14,0.0,1.0,7.0,0.0,47795.0,59.0,20.0,Individual,0.0,0.0,710.0,714.0,Sep-1992
7000.0,7000.0, 36 months,6.49,214.52,A,A2,10+ years,RENT,83000.0,Not Verified,credit_card,CA,21.76,0.0,0.0,26.0,0.0,10415.0,16.5,47.0,Individual,0.0,0.0,760.0,764.0,Feb-1987
20000.0,20000.0, 60 months,13.98,465.16,C,C3,7 years,RENT,90000.0,Source Verified,debt_consolidation,NJ,12.15,1.0,0.0,11.0,0.0,20451.0,43.9,23.0,Individual,0.0,0.0,690.0,694.0,Aug-2002
20000.0,20000.0, 36 months,13.98,683.36,C,C3,3 years,MORTGAGE,135000.0,Source Verified,major_purchase,TX,19.4,3.0,4.0,14.0,0.0,19222.0,59.5,50.0,Individual,5.0,0.0,690.0,694.0,Sep-2002
15000.0,15000.0, 36 months,11.44,494.22,B,B4,2 years,MORTGAGE,100000.0,Not Verified,home_improvement,CA,10.55,0.0,0.0,7.0,0.0,1524.0,25.8,20.0,Individual,1.0,0.0,665.0,669.0,Sep-1999
7000.0,7000.0, 36 months,11.67,231.4,B,B4,5 years,RENT,52000.0,Not Verified,credit_card,MA,16.09,0.0,1.0,7.0,0.0,7830.0,59.8,8.0,Individual,0.0,0.0,680.0,684.0,Feb-2010
